央视频道,#genre#
广东｜GRTN文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8#https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721
广东｜珠江,http://r.jdshipin.com/sE5vO
广东｜体育,http://r.jdshipin.com/LiYdg#http://218.17.196.234:9901/tsfile/live/1001_1.m3u8
广东｜广州综合,http://nas.jdshipin.com:8801/iptv.php?id=gzzh
广东｜广州南国都市,http://nas.jdshipin.com:8801/gztv.php?id=shenghuo
广东｜财经生活,http://nas.jdshipin.com:8801/iptv.php?id=szcjsh#http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel48/index.m3u8
广东｜河源公共,https://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
广东｜河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
广东｜深圳东部,http://110.189.153.160:1001/zhpd.flv?zsicd#http://110.189.153.160:1001/zhpd.flv?zsicd
广东｜深圳众创,http://lglivepull.sznews.com/showto_live/2646.m3u8#http://liveplay.sznews.com/66_showto_live/2646.m3u8#https://lglivepull.sznews.com/live/2646.m3u8
广东｜深圳都市,http://lglivepull.sznews.com/showto_live/2645.m3u8#http://liveplay.sznews.com/66_showto_live/2645.m3u8#https://lglivepull.sznews.com/live/2645.m3u8
广东｜深圳龙岗,http://livepull-tcyzb.sztv.com.cn/showto_live/dushi01.m3u8
四川｜乡村,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225991/index.m3u8
四川｜影视,http://159.75.85.63:5681/sxg.php?id=SCTV-kjSCTV-9-_4000#http://api2.52tb.xyz/info?id=606&token=20230405tndmhg#http://live.goodiptv.club/api/sxg.php?id=SCTV-kjSCTV-9-_4000
四川｜文化旅游,http://159.75.85.63:5681/sxg.php?id=SCTV-5-scysH265_4000#http://api2.52tb.xyz/info?id=601&token=20230405tndmhg#http://live.goodiptv.club/api/sxg.php?id=SCTV-5-scysH265_4000
四川｜新闻,http://159.75.85.63:5681/sxg.php?id=SCTV-3-H265_4000#http://live.goodiptv.club/api/sxg.php?id=SCTV-3-H265_4000#http://api2.52tb.xyz/info?id=603&token=20230405tndmhg
四川｜科教,http://159.75.85.63:5681/sxg.php?id=SCTV-4H265_4000#http://api2.52tb.xyz/info?id=602&token=20230405tndmhg#http://live.goodiptv.club/api/sxg.php?id=SCTV-4H265_4000
四川｜经济,http://159.75.85.63:5681/sxg.php?id=SCTV-ggSCTV-8_4000#http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8#http://live.goodiptv.club/api/sxg.php?id=SCTV-ggSCTV-8_4000
四川｜滨海新闻,http://159.75.85.63:5681/sxg.php?id=SCTV-2-H265_4000#http://api2.52tb.xyz/info?id=605&token=20230405tndmhg#http://live.goodiptv.club/api/sxg.php?id=SCTV-2-H265_4000
四川｜滨海影院,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8?ztianjd#http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8?ztianjd#http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8?ztianjd
四川｜滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8?ztianjd#http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8?ztianjd#http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8?ztianjd
四川｜万源新闻综合,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8?ztianjd#http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8?ztianjd#http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8?ztianjd
四川｜中江新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd#http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd#http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
四川｜乐山公共,https://livepgc.chinamcache.com/pgc/76664ca1f91638580f94fc7543c810cb.m3u8?auth_key=1657178327-0-0-976848e8ac0eacf503b1e7666d92f4f8
四川｜乐山文旅,http://channellive.leshantv.net/live/ch2.flv#http://channellive.leshantv.net/live/ch2.flv?zsicd#http://channellive.leshantv.net/live/ch2.flv?zsicd#http://channellive.leshantv.net/live/ch2.flv?zsicd
四川｜乐山新闻,http://159.75.85.63:5681/sxg.php?id=lsggpd_4000#http://live.goodiptv.club/api/sxg.php?id=lsggpd_4000
四川｜乐至综合,http://159.75.85.63:5681/sxg.php?id=lsxwzh_4000#http://channellive.leshantv.net/live/ch1.flv#http://live.goodiptv.club/api/sxg.php?id=lsxwzh_4000#http://channellive.leshantv.net/live/ch1.flv?zsicd
四川｜什邡新闻,http://159.75.85.63:5681/sxg.php?id=lezhixwzh_4000#http://175.155.106.72:89/live1/live1.m3u8#http://175.155.106.72:89/live1/live1.m3u8?zsicd#http://live.goodiptv.club/api/sxg.php?id=lezhixwzh_4000#http://rmlive.lzxrmtzx.com/live1/live1.m3u8#http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd#http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd#http://175.155.106.72:89/live1/live1.m3u8?zsicd#http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd#http://175.155.106.72:89/live1/live1.m3u8?zsicd
四川｜凉山彝语综合,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
四川｜凉山新闻,http://159.75.85.63:5681/sxg.php?id=yyzh_2000#http://live.goodiptv.club/api/sxg.php?id=yyzh_2000
四川｜利州,http://159.75.85.63:5681/sxg.php?id=lsxwHDH265_4000#http://live.goodiptv.club/api/sxg.php?id=lsxwHDH265_4000
四川｜叙州新闻综合,http://159.75.85.63:5681/sxg.php?id=lzxwzh_2000#http://live.goodiptv.club/api/sxg.php?id=lzxwzh_2000#http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv#http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8#http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv?zsicd#http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
四川｜大竹新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd#http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd#http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
四川｜大竹阳光政务,http://60.255.120.30:89/live1/live1.m3u8
四川｜威远新闻综合,http://60.255.120.30:89/live2/live2.m3u8
四川｜峨眉电影,http://dxplay.scwy.cn/live/weiyuanzonghepingdao/index.m3u8?zsicd#http://dxplay.scwy.cn/live/weiyuanzonghepingdao/index.m3u8?zsicd#http://dxplay.scwy.cn/live/weiyuanzonghepingdao/index.m3u8?zsicd
四川｜峨眉综合,http://159.75.85.63:5681/sxg.php?id=emdygqH265_4000#http://183.223.157.33:85/tsfile/live/1006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0#http://183.223.157.33:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0#http://live.goodiptv.club/api/sxg.php?id=emdygqH265_4000
四川｜峨边综合,http://159.75.85.63:5681/sxg.php?id=emsxw_2000#http://live.goodiptv.club/api/sxg.php?id=emsxw_2000
四川｜崇州综合,http://159.75.85.63:5681/sxg.php?id=ebdst_2000#http://live.goodiptv.club/api/sxg.php?id=ebdst_2000
四川｜巴中综合,http://159.75.85.63:5681/sxg.php?id=czyt_4000#http://live.goodiptv.club/api/sxg.php?id=czyt_4000
四川｜康定,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
四川｜康旅,http://159.75.85.63:5681/sxg.php?id=gzkdxwzh_2000#http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8#http://live.goodiptv.club/api/sxg.php?id=gzkdxwzh_2000#http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8#http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd
四川｜德阳新闻综合,http://221.213.43.82:8888/newlive/live/hls/57/live.m3u8
四川｜攀枝花公共,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8#http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd#http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd#http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
四川｜攀枝花新闻,http://zb.pzhgd.com:9095/live/ggpd.m3u8?zsicd#http://zb.pzhgd.com:9095/live/ggpd.m3u8?zsicd#http://zb.pzhgd.com:9095/live/ggpd.m3u8?zsicd
四川｜松潘新闻综合,http://159.75.85.63:5681/sxg.php?id=pzhytH265_4000#http://live.goodiptv.club/api/sxg.php?id=pzhytH265_4000#http://zb.pzhgd.com:9095/live/xwzh.m3u8#http://zb.pzhgd.com:9095/live/xwzh.m3u8?zsicd
四川｜汉源综合,http://live.spccmc.com:90/live/spxwzh.m3u8#http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd#http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd#http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
四川｜汶川新闻综合,http://live.hyxrmt.com:85/live/xwpd.m3u8?zsicd#http://live.hyxrmt.com:85/live/xwpd.m3u8?zsicd#http://live.hyxrmt.com:85/live/xwpd.m3u8?zsicd
四川｜泸县新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8#http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd#http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd#http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
四川｜泸定综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd#http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd#http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
四川｜泸州公共,http://159.75.85.63:5681/sxg.php?id=ldxw_4000
四川｜泸州新闻,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
四川｜泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
四川｜泸州综合,http://file.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8#http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
四川｜洪雅新闻综合,http://lztv.gy315.com:18080/live/lztv.m3u8
四川｜甘孜综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8#http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.m3u8
四川｜眉山公共,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zsicd#http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd#http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd#http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zsicd#http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd#http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zsicd
四川｜眉山综合,http://159.75.85.63:5681/sxg.php?id=msgg_2000#http://live.goodiptv.club/api/sxg.php?id=msgg_2000#http://live2.scmstv.cn/ggpd/sd/live.m3u8#http://live2.scmstv.cn/ggpd/sd/live.m3u8?zsicd#http://live2.scmstv.cn/ggpd/sd/live.m3u8?zsicd#http://live2.scmstv.cn/ggpd/sd/live.m3u8?zsicd
四川｜筠连综合,http://159.75.85.63:5681/sxg.php?id=msxwzhgq_2000#http://live.goodiptv.club/api/sxg.php?id=msxwzhgq_2000#http://live1.scmstv.cn/gqpd/sd/live.m3u8#http://live1.scmstv.cn/gqpd/sd/live.m3u8?zsicd#https://live1.scmstv.cn/gqpd/sd/live.m3u8#http://live1.scmstv.cn/gqpd/sd/live.m3u8?zsicd#http://live1.scmstv.cn/gqpd/sd/live.m3u8?zsicd
四川｜绵阳新闻,http://118.122.78.172:89/live1/live1.m3u8#http://118.122.78.172:89/live1/live1.m3u8?zsicd#http://118.122.78.172:89/live1/live1.m3u8?zsicd#http://118.122.78.172:89/live1/live1.m3u8?zsicd
四川｜绵阳科技,http://159.75.85.63:5681/sxg.php?id=myytH265_4000#http://live.goodiptv.club/api/sxg.php?id=myytH265_4000
四川｜船山综合,http://159.75.85.63:5681/sxg.php?id=myetH265_4000#http://live.goodiptv.club/api/sxg.php?id=myetH265_4000
四川｜营山电视台,http://159.75.85.63:5681/sxg.php?id=csxw_2000#http://live.goodiptv.club/api/sxg.php?id=csxw_2000
四川｜蓬安新闻综合,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8#http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd#http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd#http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
四川｜西青新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8?zsicd#http://palive.patv123.com:8091/live/xwpd_800K.m3u8?zsicd#http://palive.patv123.com:8091/live/xwpd_800K.m3u8?zsicd
四川｜达川新闻,http://221.238.209.44:81/hls/live1.m3u8?ztianjd#http://221.238.209.44:81/hls/live1.m3u8?ztianjd#http://221.238.209.44:81/hls/live1.m3u8?ztianjd
四川｜达州公共,http://159.75.85.63:5681/sxg.php?id=dcxwzh_2000#http://live.goodiptv.club/api/sxg.php?id=dcxwzh_2000
四川｜达州导视,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
四川｜达州文化,http://159.75.85.63:5681/sxg.php?id=dzds_2000#http://live.goodiptv.club/api/sxg.php?id=dzds_2000
四川｜达州新闻,http://159.75.85.63:5681/sxg.php?id=dzgg_2000#http://live.goodiptv.club/api/sxg.php?id=dzgg_2000
四川｜达州通川,http://159.75.85.63:5681/sxg.php?id=dzxwzh_2000#http://live.goodiptv.club/api/sxg.php?id=dzxwzh_2000#http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv#http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv
四川｜金川新闻综合,http://159.75.85.63:5681/sxg.php?id=tcq_2000#http://live.goodiptv.club/api/sxg.php?id=tcq_2000
四川｜长宁综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8#http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd#http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd#http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
四川｜隆昌综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd#http://cnpull.sccnfb.com/live/123456.m3u8?zsicd#http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
四川｜雷波综合,http://159.75.85.63:5681/sxg.php?id=lcxw_2000#http://live.goodiptv.club/api/sxg.php?id=lcxw_2000
四川｜青神综合,http://lbzb.yd-data.com/live/0000.flv?auth_key=601589378470-0-0-67d1de5fa3aa9412566d7c9f807c91a0
四川｜马尔康综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd#http://lmt.scqstv.com/live1/live1.m3u8?zsicd#http://lmt.scqstv.com/live1/live1.m3u8?zsicd
四川｜马边综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd#http://live.zmmek.com:90/live/zhxw.m3u8?zsicd#http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
四川｜黑水新闻综合,http://159.75.85.63:5681/sxg.php?id=mbxwzh_2000#http://live.goodiptv.club/api/sxg.php?id=mbxwzh_2000
四川｜广安公共,http://live.schstv.com:90/live/xwzh.m3u8
四川｜会东综合,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd#http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
四川｜康定新闻综合,http://live.schdxww.com:90/live/xwzh.m3u8?zsicd#http://112.45.133.129:90/live/xwzh.m3u8?zsicd#http://live.schdxww.com:90/live/xwzh.m3u8?zsicd#http://112.45.133.129:90/live/xwzh.m3u8?zsicd
四川｜乐山新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd#http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd
四川｜利州综合,http://channellive.leshantv.net/live/ch1.flv?zsicd#http://channellive.leshantv.net/live/ch1.flv?zsicd
四川｜凉山新闻综合,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv?zsicd#http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd#http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv?zsicd#http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
四川｜凉山语,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8?zsicd#http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8?zsicd#http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8?zsicd#http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8?zsicd
四川｜龙泉驿新闻综合,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel115044/playlist.m3u8?zsicd#http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8?zsicd#http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel115044/playlist.m3u8?zsicd#http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8?zsicd
四川｜纳溪新闻,http://live.newslqy.com/live/xwpd.m3u8?zsicd#http://live.newslqy.com/live/xwpd.m3u8?zsicd
四川｜攀枝花新闻综合,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8?zsicd#https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8?zsicd
四川｜渠县新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8?zsicd#http://zb.pzhgd.com:9095/live/xwzh.m3u8?zsicd
四川｜什邡新闻频道,http://222.208.224.227:81/hls/cfp2p8m3.m3u8?zsicd#http://222.208.224.227:81/hls/cfp2p8m3.m3u8?zsicd
四川｜武清综合,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd#http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
四川｜武胜综合,https://tvpull.smartwq.cn/wqlive/convergencemedia/playlist.m3u8?ztianjd#https://tvpull.smartwq.cn/wqlive/convergencemedia/playlist.m3u8?ztianjd
四川｜小金综合,http://live2.gatv.com.cn:86/live/WS.m3u8?zsicd#http://live2.gatv.com.cn:86/live/WS.m3u8?zsicd
四川｜自贡公共,http://xjlive.xjsc.gov.cn:8091/live/xwpd.m3u8?zsicd#http://xjlive.xjsc.gov.cn:8091/live/xwpd.m3u8?zsicd
四川｜自贡综合,http://110.189.153.160:1002/ggpd.flv?zsicd#http://110.189.153.160:1002/ggpd.flv?zsicd
贵州｜松新闻,http://222.179.155.21:1935/ch1.m3u8
贵州｜桃综艺,http://222.179.155.21:1935/ch0.m3u8
贵州｜松桃新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8?zguizd#http://live.strmtzx.cn/stxw/sd/live.m3u8?zguizd#http://live.strmtzx.cn/stxw/sd/live.m3u8?zguizd
云南｜宾川一套,http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8?zxinjd#http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8?zxinjd
云南｜红河综合,http://live.bcrmtzx.com/tv01/sd/live.m3u8?zyund#http://live.bcrmtzx.com/tv01/sd/live.m3u8?zyund
云南｜西双版纳1,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
云南｜西双版纳2,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
云南｜马关电视,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
云南｜麻栗坡台,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8
云南｜福贡综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel12/playlist.m3u8
云南｜个旧综合,http://livebroadcast.ccwb.cn/live/w1612505860303999.m3u8?zyund#http://livebroadcast.ccwb.cn/live/w1612505860303999.m3u8?zyund
云南｜红河县综合,http://tv.drs.hhtv.cc:8100/channellive/gjdst.flv?zyund#http://tv.drs.hhtv.cc:8100/channellive/gjdst.flv?zyund
云南｜红河州公共,https://file.hhtv.cc/cms/videos/nmip-media/channellive/channel1/playlist.m3u8#http://tv.drs.hhtv.cc:8100/channellive/hhxdst.flv?zyund#http://tv.drs.hhtv.cc:8100/channellive/hhxdst.flv?zyund#http://tv.drs.hhtv.cc:8100/channellive/hhxdst.flv?zyund
云南｜红河州新闻综合,http://tv.drs.hhtv.cc:8100/channellive/hhtv-2.flv?zyund#http://tv.drs.hhtv.cc:8100/channellive/hhtv-2.flv?zyund#http://tv.drs.hhtv.cc:8100/channellive/hhtv-2.flv?zyund
云南｜良综合,http://tv.drs.hhtv.cc:8100/channellive/hhtv-1.flv?zyund#http://tv.drs.hhtv.cc:8100/channellive/hhtv-1.flv?zyund#http://tv.drs.hhtv.cc:8100/channellive/hhtv-1.flv?zyund
云南｜麻栗坡电视台,http://livebroadcast.ccwb.cn/live/w1606370492402991.m3u8?zyund#http://livebroadcast.ccwb.cn/live/w1606370492402991.m3u8?zyund
云南｜美丽云南,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv?zyund#http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8?zyund#http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv?zyund#http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8?zyund
云南｜丘北电视台,https://www.ynbit.com:1937/cyds-mlyn/livestream/playlist.m3u8?zyund#https://www.ynbit.com:1937/cyds-mlyn/livestream/playlist.m3u8?zyund
云南｜文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8?zyund#http://tvdrs.wsrtv.com.cn:8100/channellive/qbtv.flv?zyund#http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8?zyund#http://tvdrs.wsrtv.com.cn:8100/channellive/qbtv.flv?zyund
云南｜文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8?zyund#http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8?zyund
云南｜西双版纳公共,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund#http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund#http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund#http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv#http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund#http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund#http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
云南｜西双版纳综合,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8?zyund#http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8?zyund#http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8?zyund
云南｜新平综合,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zyund#http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zyund#http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zyund
云南｜砚山电视台,http://livebroadcast.ccwb.cn/live/w1615257519790969.m3u8?zyund#http://livebroadcast.ccwb.cn/live/w1615257519790969.m3u8?zyund
云南｜元阳综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel16/playlist.m3u8?zyund#http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel16/playlist.m3u8?zyund
云南｜都市,http://tv.drs.hhtv.cc:8100/channellive/yydst.flv?zyund#http://tv.drs.hhtv.cc:8100/channellive/yydst.flv?zyund#http://tv.drs.hhtv.cc:8100/channellive/yydst.flv?zyund
云南｜娱乐,http://221.213.43.82:8888/newlive/live/hls/53/live.m3u8#http://tvlive.ynradio.com/live/yunnandushi/chunks.m3u8#http://tvlive.ynradio.com/live/yunnandushi/playlist.m3u8
云南｜影视,http://221.213.43.82:8888/newlive/live/hls/54/live.m3u8#http://tvlive.ynradio.com/live/yunnanyule/chunks.m3u8#http://tvlive.ynradio.com/live/yunnanyule/playlist.m3u8
云南｜少儿,http://221.213.43.82:8888/newlive/live/hls/55/live.m3u8
云南｜康旅,http://221.213.43.82:8888/newlive/live/hls/56/live.m3u8#http://tvlive.ynradio.com/live/yunnanshaoer/chunks.m3u8#http://tvlive.ynradio.com/live/yunnanshaoer/playlist.m3u8
云南｜丽江,http://tvlive.ynradio.com/live/yunnangonggong/chunks.m3u8#http://tvlive.ynradio.com/live/yunnangonggong/playlist.m3u8
云南｜贡山,http://play.live.lijiangtv.com/live/tvgg.m3u8#http://play.live.lijiangtv.com/live/tvzh.m3u8
云南｜麻栗坡,http://livebroadcast.ccwb.cn/live/w1609121671179943.flv#http://livebroadcast.ccwb.cn/live/w1609121671179943.m3u8
云南｜文山综合台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8#http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv#https://m3u8.channel.wsrtv.com.cn/nmip-media/channellive/channel107237/playlist.m3u8#http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8?zyund#http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv?zyund
陕西｜汉中综合,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8?zshanxd#http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8?zshanxd
陕西｜商洛电视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226331/index.m3u8?zshanxid#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226331/index.m3u8?zshanxid
陕西｜榆林一套,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226378/index.m3u8?zshanxid#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226378/index.m3u8?zshanxid
陕西｜一套,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226377/index.m3u8?zshanxid#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226377/index.m3u8?zshanxid
陕西｜二套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/1.m3u8
陕西｜三套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/1.m3u8
陕西｜四套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/1.m3u8
陕西｜五套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/1.m3u8
陕西｜六套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/1.m3u8
